fec_candidate_id,name,party,status,fec_committee_id,cycle,office_state,district,branch,url,crp_id
H8MD03173,"LASHAR, JAMES DAVID",LIB,C,C00676742,2018,MD,3,H,https://lashar2018.us/,
H6MD03292,"SARBANES, JOHN P. MR.",DEM,I,C00415182,2018,MD,3,H,http://www.johnsarbanes.com,N00027751
H8MD04221,"BISHOP, DAVE",LIB,C,,2018,MD,4,H,http://www.bishop4congress.com/,
H6MD04209,"BROWN, ANTHONY",DEM,I,C00574640,2018,MD,4,H,http://anthonybrown.com,N00036999
H4MD04071,"MCDERMOTT, GEORGE E.",REP,C,C00623199,2018,MD,4,H,http://www.georgemcdermott.com/,N00026605
H8MD05145,"DEVINE, WILLIAM A., III",REP,C,,2018,MD,5,H,,
H8MD05152,"ELDER, PATRICK J.",GRE,C,C00680678,2018,MD,5,H,https://www.elderforcongress.org/,
H2MD05155,"HOYER, STENY",DEM,I,C00140715,2018,MD,5,H,http://www.hoyerforcongress.com,N00001821
H8MD05137,"PULCHER, JACOB",LIB,C,,2018,MD,5,H,,
H6MD06261,"ATHEY, TED",UN,O,,2018,MD,6,H,,
H8MD06192,"CALDWELL, KEVIN TEROME MR",LIB,O,C00657338,2018,MD,6,H,https://www.electkevincaldwell.com/,
H2MD08175,"GLUCK , GEORGE",GRE,O,,2018,MD,6,H,http://www.bridgesights.com/georgegluck/index.html,
H6MD06212,"HOEBER, AMIE",REP,O,C00582296,2018,MD,6,H,https://www.amieformaryland.com/,N00037451
H8MD06168,"TRONE, DAVID",DEM,O,C00653196,2018,MD,6,H,https://www.davidtrone.com/,
H6MD07160,"CUMMINGS, ELIJAH E",DEM,I,C00310318,2018,MD,7,H,https://www.cummingsforcongress.com,N00001971
H8MD07083,"DAVIS, RICHMOND",REP,C,C00674416,2018,MD,7,H,https://www.davisforcongress2018.com/,
H8MD07125,"GRIGGS, DAVID R.",LIB,C,,2018,MD,7,H,http://www.griggsformaryland7th.com/,
H4MD07066,"PEARSON, MICHAEL TYRONE",REP,C,C00566653,2018,MD,7,H,,
H6MD08457,"RASKIN, JAMIE",DEM,I,C00575126,2018,MD,8,H,https://jamieraskin.com,N00037036
H8MD08248,"WALSH, JOHN",REP,C,,2018,MD,8,H,,
H6MD08606,"WUNDER, JASEN",LIB,C,,2018,MD,8,H,http://jasenwunder.org/,
H6CA24048,"Waxman, Henry A.",DEM,C,C00013128,2018,MD,30,H,,
S8ME00130,"BRAKEY, ERIC",REP,C,C00637207,2018,ME,0,S,https://ericbrakey.com,
S2ME00109,"KING, ANGUS STANLEY JR",IND,I,C00516047,2018,ME,0,S,https://angusformaine.com/,
S8ME00155,"RINGELSTEIN, ZACKARY (ZAK)",DEM,C,C00656520,2018,ME,0,S,https://www.ringelsteinformaine.com/,
H8ME01203,"GROHMAN, MARTIN JAMES",IND,C,C00676528,2018,ME,1,H,https://www.martygrohman.com/,
H6ME01207,"HOLBROOK, MARK IRVING DR",REP,C,C00592469,2018,ME,1,H,https://www.holbrook4me.org/,N00038692
H8ME01120,"PINGREE, CHELLIE M",DEM,I,C00433391,2018,ME,1,H,http://www.chelliepingree.com,N00013817
H8ME02219,"BOND, TIFFANY",NON,C,,2018,ME,2,H,http://bond2018.com,
H8ME02185,"GOLDEN, JARED",DEM,C,C00653816,2018,ME,2,H,https://jaredgoldenforcongress.com,
H4ME02234,"POLIQUIN, BRUCE L",REP,I,C00518654,2018,ME,2,H,http://www.poliquinforcongress.com,N00034584
H8ME02201,"ST. CLAIR, LUCAS",DEM,C,C00656769,2018,ME,2,H,https://www.stclairforcongress.com/,
S8MI00372,"JAMES, JOHN",REP,C,C00651208,2018,MI,0,S,https://johnjamesforsenate.com/,
S8MI00281,"STABENOW, DEBBIE",DEM,I,C00344473,2018,MI,0,S,https://debbiestabenow.com,
S8MI00422,"WILLIS, VALERIE LEE",IND,C,C00674556,2018,MI,0,S,,
H6MI01226,"BERGMAN, JOHN",REP,I,C00614214,2018,MI,1,H,http://www.bergmanforcongress.com,N00039533
H8MI01149,"MORGAN, MATTHEW WADE",DEM,C,C00636324,2018,MI,1,H,https://mattmorganformichigan.com/,
H8MI02113,"DAVIDSON, ROBERT MICHAEL DR",DEM,C,C00638254,2018,MI,2,H,https://www.robforthesecond.com/,
H0MI02094,"HUIZENGA, WILLIAM P",REP,I,C00459297,2018,MI,2,H,https://huizengaforcongress.com,N00030673
H8MI03079,"ALBRO, CATHERINE",DEM,C,C00656785,2018,MI,3,H,https://cathyalbroforcongress.com/,
H0MI03126,"AMASH, JUSTIN",REP,I,C00476291,2018,MI,3,H,https://www.justinamash.com,N00031938
H8MI04101,"HILLIARD, JEROME C",DEM,C,,2018,MI,4,H,https://www.jerryforour4th.com/,
H4MI04126,"MOOLENAAR, JOHN MR.",REP,I,C00561530,2018,MI,4,H,http://www.johnmoolenaarforcongress.com,N00036275
H2MI05119,"KILDEE, DANIEL T.",DEM,I,C00499947,2018,MI,5,H,https://dankildee.com,N00033395
H8MI05116,"WINES, TRAVIS RYAN",REP,C,C00677914,2018,MI,5,H,,
H8MI06155,"Longjohn, Matt",DEM,C,C00650689,2018,MI,6,H,http://www.mattlongjohnforcongress.com/,
H6MI04113,"UPTON, FREDERICK STEPHEN",REP,I,C00200584,2018,MI,6,H,https://fredupton.com,N00004133
H6MI07223,"DRISKELL, GRETCHEN",DEM,C,C00572859,2018,MI,7,H,https://votedriskell.com/,N00036938
H4MI07103,"WALBERG, TIMOTHY L REP",REP,I,C00390724,2018,MI,7,H,http://www.walbergforcongress.com,N00026368
H4MI08135,"BISHOP, MIKE",REP,I,C00561001,2018,MI,8,H,http://www.electmikebishop.com,N00036449
H8MI08144,"ELLISON, BRIAN JAMES",LIB,C,,2018,MI,8,H,,
H8MI08102,"SLOTKIN, ELISSA",DEM,C,C00650150,2018,MI,8,H,https://elissaforcongress.com/,
H8MI09118,"LEVIN, ANDY",DEM,O,C00662619,2018,MI,9,H,https://www.andylevinforcongress.com/,
H8MI09092,"STEARNS, CANDIUS MRS.",REP,O,C00657171,2018,MI,9,H,https://www.candiusforcongress.com/,
H8MI10108,"BIZON, KIMBERLY ANN",DEM,C,C00666594,2018,MI,10,H,,
H4MI04118,"MITCHELL, PAUL III",REP,I,C00581090,2018,MI,10,H,http://paulmitchellforcongress.com/,N00036274
H8MI10116,"PERUSKI, JEREMY MICHAEL",IND,C,C00676627,2018,MI,10,H,https://peruskiforcongress.com/,
H8MI11320,"EPSTEIN, LENA ROSE",REP,O,C00641498,2018,MI,11,H,https://lenaforcongress.com/,
H8MI11387,"SCHWARTZ, LEONARD CHARLES",LIB,O,,2018,MI,11,H,http://www.leonardschwartz.us/,
H8MI11254,"STEVENS, HALEY",DEM,O,C00638650,2018,MI,11,H,https://haleystevensforcongress.com/,
H4MI12079,"DINGELL, DEBBIE",DEM,I,C00558213,2018,MI,12,H,http://debbiedingellforcongress.com,N00036149
H6MI12264,"JONES, JEFF",REP,C,C00611269,2018,MI,12,H,http://jeffjones4congress.com/,N00036457
H8MI12120,"NIEMUTH, NILES",SEP,C,C00680868,2018,MI,12,H,,
H8MI13243,"JONES, BRENDA",DEM,O,C00668137,2018,MI,13,H,http://www.brendajonesforcongress.com/,
H8MI13250,"TLAIB, RASHIDA",DEM,O,C00668608,2018,MI,13,H,https://www.rashidaforcongress.com/,
H8MI14100,"HERSCHFUS, MARC S",REP,C,,2018,MI,14,H,,
H2MI14111,"LAWRENCE, BRENDA LULENAR",DEM,I,C00552588,2018,MI,14,H,http://brendalawrence.com,N00034068
S6MN00267,"KLOBUCHAR, AMY",DEM,I,C00431353,2018,MN,0,S,https://www.amyklobuchar.com,
S8MN00552,"NEWBERGER, JAMES WALLACE",REP,C,C00653022,2018,MN,0,S,http://www.jimforussenate.com/,
H8MN01279,"Feehan, Daniel",DFL,O,C00649327,2018,MN,1,H,https://danfeehan.com/,
H0MN01045,"HAGEDORN, JAMES",REP,O,C00550707,2018,MN,1,H,http://www.jimhagedorn.org/,
H6MN02131,"Craig, Angela Dawn",DEM,C,C00575209,2018,MN,2,H,https://www.angiecraig.com/,N00037039
H6MN02149,"LEWIS, JASON MARK MR.",REP,I,C00589234,2018,MN,2,H,http://www.jasonformn.com,N00038400
H8MN03077,"PAULSEN, ERIK MR.",REP,I,C00439661,2018,MN,3,H,https://paulsenforcongress.com,N00029391
H8MN03143,"PHILLIPS, DEAN",DFL,C,C00640714,2018,MN,3,H,http://www.phillipsforcongress.org/,
H0MN04049,"MCCOLLUM, BETTY",DFL,I,C00354688,2018,MN,4,H,https://www.mccollumforcongress.com,N00012942
H6MN04236,"RYAN, GREGORY",REP,C,C00607846,2018,MN,4,H,http://ryan4us.com/,N00038699
H6MN04269,"SINDT, SUSAN PENDERGAST",OTH,C,,2018,MN,4,H,,
H8MN05239,"OMAR, ILHAN",DFL,O,C00680934,2018,MN,5,H,https://www.ilhanomar.com/,
H8MN05213,"ZIELINSKI, JENNIFER L",REP,O,C00676734,2018,MN,5,H,http://jen4us.com/,
H4MN06087,"EMMER, THOMAS EARL JR.",REP,I,C00545749,2018,MN,6,H,https://emmerforcongress.com,N00035440
H8MN06096,"TODD, IAN ANDREW",DFL,C,C00646372,2018,MN,6,H,https://www.iantoddforcongress.com,
H6MN07304,"HUGHES, DAVID",REP,C,C00610071,2018,MN,7,H,http://www.hughesforcongress.us/,N00039308
H2MN07014,"PETERSON, COLLIN CLARK",DEM,I,C00253187,2018,MN,7,H,http://www.petersonforcongress.com,N00004558
H8MN08068,"RADINOVICH, JOSEPH",DFL,O,C00671032,2018,MN,8,H,https://www.joeradinovichforcongress.com/,
H4MN08091,"SANDMAN, RAY HENRY JOHN (SKIP)",IND,O,C00665125,2018,MN,8,H,http://skipsandman.com,
H8MN08043,"STAUBER, PETE",REP,O,C00650697,2018,MN,8,H,https://petestauberforcongress.com,
S8MN00586,"HOUSLEY, KARIN",REP,C,C00664219,2018,MN,99,S,https://www.housleyforsenate.com,
S8MN00578,"SMITH, TINA FLINT",DEM,I,C00663781,2018,MN,99,S,https://www.tinaforminnesota.com/,
S8MO00152,"CAMPBELL, JAPHETH RAY",LIB,C,C00652123,2018,MO,0,S,http://campbell4liberty.com,
S8MO00327,"CRAIN, JO",GRE,C,,2018,MO,0,S,,
S8MO00160,"HAWLEY, JOSHUA DAVID",REP,C,C00652727,2018,MO,0,S,https://joshhawley.com,
S8MO00210,"KREMBS, BRADLEY STEWART",REP,C,,2018,MO,0,S,,
S6MO00305,"MCCASKILL, CLAIRE",DEM,I,C00431304,2018,MO,0,S,https://clairemccaskill.com,
S8MO00202,"O''DEAR, CRAIG S",IND,C,C00666214,2018,MO,0,S,https://www.craigodear.com/,
H0MO01066,"CLAY, WILLIAM LACY JR",DEM,I,C00346080,2018,MO,1,H,http://www.lacyclay.org,N00012460
H6MO01246,"CUNNINGHAM, ROBB E.",LIB,C,,2018,MO,1,H,,
H6MO07235,"LOMBARDI-OLIVE, CAMILLE",REP,C,C00674820,2018,MO,1,H,,
H8MO01184,"VROMAN, ROBERT",REP,C,C00684860,2018,MO,1,H,,
H0MO03120,"ARNOLD, DAVID JUSTUS",GRE,C,C00478271,2018,MO,2,H,,
H8MO02265,"KIRK, LARRY A",LIB,C,,2018,MO,2,H,,
H8MO02208,"VANOSTRAN, CORT",DEM,C,C00650440,2018,MO,2,H,https://cortforcongress.com/,
H2MO02102,"WAGNER, ANN L.",REP,I,C00495846,2018,MO,2,H,https://annwagner.com,N00033106
H8MO03198,"GEPPERT, KATY",DEM,C,C00665216,2018,MO,3,H,,
H8MO09153,"LUETKEMEYER, W BLAINE",REP,I,C00458679,2018,MO,3,H,http://www.blaineforcongress.com,N00030026
H8MO03214,"STOLLE, DONALD V",LIB,C,,2018,MO,3,H,,
H6MO04232,"BLISS, MARK",LIB,C,,2018,MO,4,H,https://www.bliss4congress.com/,
H0MO04086,"HARTZLER, VICKY",REP,I,C00464602,2018,MO,4,H,http://www.vickyhartzler.com,N00031005
H8MO04071,"HOAGENSON, SUZANNE RENEE",DEM,C,C00636621,2018,MO,4,H,http://www.reneehoagenson.com/,
H4MO05234,"CLEAVER, EMANUEL II",DEM,I,C00395848,2018,MO,5,H,http://cleaverforcongress.com,N00026790
H8MO05151,"COPELAND, MAURICE",GRE,C,,2018,MO,5,H,https://www.missourigreenparty.org/copeland_for_congress,
H8MO05144,"FREDLAND, E.C.",OTH,C,,2018,MO,5,H,,
H8MO05169,"HOWELL, ALEXANDER",LIB,C,C00684845,2018,MO,5,H,,
H6MO05189,"TURK, JACOB",REP,C,C00563668,2018,MO,5,H,http://www.turkforcongress.com/,
H0MO06073,"GRAVES, SAMUEL B JR 'SAM'",REP,I,C00359034,2018,MO,6,H,http://www.gravesforcongress.com,N00013323
H6MO03358,"HOGAN, DAN",LIB,C,,2018,MO,6,H,,
H8MO06092,"MARTIN, HENRY ROBERT",DEM,C,C00659367,2018,MO,6,H,https://www.henrymartinforcongress.com/,
H6MO07292,"BRIXEY, BENJAMIN T.",LIB,C,,2018,MO,7,H,https://www.benbrixey.com/,
H0MO07113,"LONG, BILLY MR.",REP,I,C00460063,2018,MO,7,H,https://billylongforcongress.com,N00030676
H8MO07223,"SCHOOLCRAFT, JAMIE DANIEL",DEM,C,C00673871,2018,MO,7,H,https://www.electschoolcraft.com/,
H8MO08098,"ELLIS, KATHRYN GAIL",DEM,C,C00639450,2018,MO,8,H,https://www.ellisformissouri.com/,
H6MO08159,"SHELL, JONATHAN",LIB,C,,2018,MO,8,H,http://jonshellforcongress.my-free.website/,
H4MO08162,"SMITH, JASON T",REP,I,C00541862,2018,MO,8,H,http://electjasonsmith.com,N00035282
H0MO09135,"DWYER, CHRISTOPHER WILLAIM",LIB,C,C00482018,2018,MO,9,H,,
H0MO09168,"REED, CLIFFORD JEFFREY",DEM,C,C00489526,2018,MO,9,H,,
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO",IND,I,C00469882,2018,MP,0,H,,N00030418
H8MP01015,"DEMAPAN, ANGEL ALDAN",REP,C,C00657551,2018,MP,1,H,,
S8MS00253,"BARIA, DAVID WAYNE",DEM,O,C00673459,2018,MS,0,S,http://www.bariaformississippi.com/,
S8MS00196,"WICKER, ROGER F",REP,I,C00443218,2018,MS,0,S,http://www.wickerforsenate.com,
H4MS04080,"HILL, TRACELLA LOU O'HARA",REF,C,C00399147,2018,MS,1,H,,
H6MS01131,"KELLY, JOHN TRENT TRENT",REP,I,C00573980,2018,MS,1,H,http://www.kellyformississippi.com,N00037003
H8MS01145,"WADKINS, RANDY MACK DR.",DEM,C,C00637660,2018,MS,1,H,https://www.wadkinsforcongress.com/,
H8MS02069,"HARRIS, IRVING",REF,C,,2018,MS,2,H,,
H4MS02068,"THOMPSON, BENNIE G.",DEM,I,C00279851,2018,MS,2,H,,N00003288
H8MS03216,"EVANS, MICHAEL TED",DEM,O,,2018,MS,3,H,,
H8MS03125,"GUEST, MICHAEL PATRICK",REP,O,C00665752,2018,MS,3,H,https://michaelguest.ms/,
H8MS04438,"ANDERSON, JERAMEY DEWAYNE",DEM,C,C00653659,2018,MS,4,H,https://www.jerameyformississippi.com/,
H0MS04120,"PALAZZO, STEVEN MCCARTY",REP,I,C00477323,2018,MS,4,H,http://palazzoforcongress.com,N00031958
H6MS03194,"SHEETS, LAJENA",REF,C,,2018,MS,4,H,,
S8MS00295,"BARTEE, TOBEY BERNARD",DEM,O,C00679597,2018,MS,99,S,,
S8MS00287,"ESPY, ALPHONSO MICHAEL",DEM,O,C00675884,2018,MS,99,S,,
S8MS00261,"HYDE-SMITH, CINDY",REP,O,C00675348,2018,MS,99,S,https://cindyhydesmith.com/,
S4MS00120,"MCDANIEL, CHRISTOPHER BRIAN",REP,O,C00550657,2018,MS,99,S,https://mcdaniel2018.com,
S8MT00309,"BRECKENRIDGE, RICK",LIB,C,,2018,MT,0,S,,
H8MT00093,"CAMPBELL, DOUGLAS BRUCE II",UNK,C,,2018,MT,0,H,https://dougformt.us/,
H8MT01182,"GIANFORTE, GREG",REP,I,C00631945,2018,MT,0,H,https://gregformontana.com/,
S8MT00283,"KELLY, STEVE",GRE,C,C00674754,2018,MT,0,S,https://stevekellyforsenate.com/,
S8MT00234,"ROSENDALE, MATT",REP,C,C00548289,2018,MT,0,S,https://www.mattformontana.com,
H8MT01257,"SWANSON, ELINOR",LIB,C,C00671420,2018,MT,0,H,https://www.swanson4liberty.com/,
S6MT00162,"TESTER, JON",DEM,I,C00412304,2018,MT,0,S,https://www.jontester.com,
H8MT01232,"Williams, Kathleen",DEM,C,C00659177,2018,MT,1,H,https://www.kathleenformontana.com/,
H8NC01104,"ALLISON, ROGER",REP,C,C00670828,2018,NC,1,H,https://rogerallisonforcongress.com/,
H4NC01046,"BUTTERFIELD, G. K.",DEM,I,C00401190,2018,NC,1,H,http://www.gkbutterfield.com,N00027035
H8NC02110,"COLEMAN, LINDA",DEM,C,C00658286,2018,NC,2,H,http://lindacolemanforcongress.com/,
H2NC13110,"HOLDING, GEORGE E MR.",REP,I,C00499236,2018,NC,2,H,https://georgeholdingforcongress.com/,N00033399
H8NC02136,"MATEMU, JAPHETH",LIB,C,C00669838,2018,NC,2,H,http://jeffmatemu.org/,
H8NC02060,"STRICKLAND, TIMMY MR.",UN,C,C00646539,2018,NC,2,H,,
H2NC01081,"JONES, WALTER B",REP,I,C00305052,2018,NC,3,H,http://www.walterjonescommittee.com/,N00002299
H8NC04124,"HOWE, BARBARA",LIB,C,C00673012,2018,NC,4,H,http://barbarahowe.net/,
H8NC04090,"LOOR, STEVE",REP,C,C00653535,2018,NC,4,H,http://www.steveavonloor.com/,
H6NC04037,"PRICE, DAVID E",DEM,I,C00195628,2018,NC,4,H,http://www.priceforcongress.com,N00002260
H8NC04132,"WHITLOCK, PERRY THOMPSON",LIB,C,,2018,NC,4,H,https://scerry.com/,
H8NC05063,"ADAMS, DENISE DARCEL",DEM,C,C00637785,2018,NC,5,H,http://ddadamsforcongress.com/,
H4NC05146,"FOXX, VIRGINIA ANN",REP,I,C00386748,2018,NC,5,H,https://virginiafoxx.com,N00026166
H4NC06052,"WALKER, BRADLEY MARK MR.",REP,I,C00543231,2018,NC,6,H,http://www.walker4nc.com,N00035311
H8NC06079,"WATTS, RYAN",DEM,C,C00649194,2018,NC,6,H,http://www.wattsforcongress.com/,
H8NC07101,"HORTON, LAUREN",DEM,C,C00639773,2018,NC,7,H,https://drkyleforcongress.com/,
H2NC07096,"ROUZER, DAVID CHESTON",REP,I,C00501643,2018,NC,7,H,http://www.davidrouzer.com,N00033527
H2NC08185,"HUDSON, RICHARD L. JR.",REP,I,C00504522,2018,NC,8,H,https://richardhudson.org,N00033630
H8NC08083,"MCNEILL, FRANK",DEM,C,C00663849,2018,NC,8,H,https://mcneill4congress.com/,
H8NC09131,"HARRIS, MARK",REP,C,C00649236,2018,NC,9,H,https://www.markharrisforcongress.com/,
H8NC09123,"McCready, Daniel",DEM,C,C00641381,2018,NC,9,H,http://www.danmccready.com/,
H8NC10097,"BROWN, DAVID",DEM,C,C00649806,2018,NC,10,H,https://dwb4congress.com/,
H8NC10121,"GRAHAM, SAMARIA",UNK,C,C00670281,2018,NC,10,H,https://www.repgraham.org/,
H4NC10047,"MCHENRY, PATRICK",REP,I,C00393629,2018,NC,10,H,https://mchenryforcongress.com,N00026627
H8NC11152,"INGRAM, CLIFTON B JR",LIB,C,,2018,NC,11,H,,
H2NC11080,"MEADOWS, MARK R",REP,I,C00503094,2018,NC,11,H,https://meadowsforcongress.com/,N00033631
H8NC11103,"PRICE, PHILLIP",DEM,C,C00649277,2018,NC,11,H,http://www.price4wnc.com/,
H4NC12100,"ADAMS, ALMA SHEALEY",DEM,I,C00546358,2018,NC,12,H,http://almaadamsforcongress.com,N00035451
H6NC12089,"WRIGHT, PAUL",REP,C,,2018,NC,12,H,http://wrightforuscongress.com/,
H8NC13075,"BAILEY, TOM",LIB,C,,2018,NC,13,H,,
H6NC13129,"BUDD, THEODORE",REP,I,C00614776,2018,NC,13,H,http://tedbudd.com,N00039551
H8NC13067,"MANNING, KATHY",DEM,C,C00662577,2018,NC,13,H,https://kathymanning2018.com/,
H8ND00096,"ARMSTRONG, KELLY",REP,O,C00670547,2018,ND,0,H,https://www.armstrongnd.com/,
S8ND00120,"CRAMER, KEVIN",REP,C,C00504704,2018,ND,0,S,https://www.kevincramer.org/,
S2ND00099,"HEITKAMP, HEIDI",DEM,I,C00505552,2018,ND,0,S,https://www.heidifornorthdakota.com,
H8ND00112,"SCHNEIDER, MAC SCHNEIDER",DEM,O,C00673533,2018,ND,0,H,http://mac4northdakota.com/,
S2NE00094,"FISCHER, DEBRA S",REP,I,C00498907,2018,NE,0,S,https://www.fischerfornebraska.com,
S8NE00182,"RAYBOULD, JANE MICHELE",DEM,C,C00654822,2018,NE,0,S,https://janeraybould.com,
H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",REP,I,C00395467,2018,NE,1,H,http://supportfort.com,N00026631
H8NE01081,"MCCLURE, JESSICA",DEM,C,C00647461,2018,NE,1,H,jessicamcclureforcongress.com/,
H6NE02125,"BACON, DONALD J",REP,I,C00575167,2018,NE,2,H,http://donjbacon.com,N00037049
H8NE02220,"Eastman, Kara",DEM,C,C00639310,2018,NE,2,H,eastmanforcongress.com/,
H6NE03115,"SMITH, ADRIAN",REP,I,C00412890,2018,NE,3,H,http://www.joinadrian.com,N00027623
H8NE03095,"THEOBALD, PAUL GILBERT",DEM,C,C00657718,2018,NE,3,H,theobaldforcongress.com/,
H0NH01191,"BELFORTI, DAN",LIB,O,,2018,NH,1,H,http://www.belforti.org/,
H8NH01152,"EDWARDS, EDDIE",REP,O,C00637397,2018,NH,1,H,edwardsfornh.com/,
H8NH01210,"PAPPAS, CHRIS",DEM,O,C00660464,2018,NH,1,H,https://www.chrispappas.org,
H0NH02181,"KUSTER, ANN MCLANE",DEM,I,C00462861,2018,NH,2,H,http://www.kusterforcongress.com,N00030875
H8NH02275,"NEGRON, STEVE",REP,C,C00657981,2018,NH,2,H,https://negron4congress.com,
H8NH02242,"ODONNELL, JUSTIN",LIB,C,C00647842,2018,NH,2,H,https://www.odonnell2018.com/,
S8NJ00541,"FLANAGAN, PATRICIA",IND,C,C00674564,2018,NJ,0,S,https://flanaganforsenate.org/,
S8NJ00509,"HUGIN, ROBERT",REP,C,C00671305,2018,NJ,0,S,https://bobhugin.com/,
S6NJ00289,"MENENDEZ, ROBERT",DEM,I,C00264564,2018,NJ,0,S,http://www.menendezfornj.com,
S8NJ00285,"SABRIN, MURRAY",LIB,C,C00557447,2018,NJ,0,S,https://www.sabrinforsenate.com/,
S8NJ00442,"USMAN, MUHAMMAD",IND,C,C00647263,2018,NJ,0,S,,
H8NJ01242,"CARLSON, ROBERT LEE",DEM,C,,2018,NJ,1,H,,
H8NJ01259,"DILKS, PAUL E",REP,C,C00675017,2018,NJ,1,H,,
H4NJ01084,"NORCROSS, DONALD W",DEM,I,C00558320,2018,NJ,1,H,https://www.donaldnorcrossforcongress.com,N00036154
H4NJ01142,"TOMASZEWSKI, SCOT JOHN",DEM,C,C00566000,2018,NJ,1,H,,
H8NJ02232,"GROSSMAN, SETH",REP,O,C00676726,2018,NJ,2,H,https://grossmanforcongress.com/,
H8NJ02166,"Van Drew, Jeff",DEM,O,C00661868,2018,NJ,2,H,https://www.vandrewforcongress.com,
H8NJ03206,"KIM, ANDY",DEM,C,C00648220,2018,NJ,3,H,andykimforcongress.com/,
H4NJ03130,"MACARTHUR, THOMAS",REP,I,C00557520,2018,NJ,3,H,http://www.tmac4congress.com,N00036155
H8NJ04014,"SMITH, CHRISTOPHER H",REP,I,C00096412,2018,NJ,4,H,http://smithfornj.org,N00009816
H8NJ04188,"WELLE, JOSH",DEM,C,C00658336,2018,NJ,4,H,https://welleforcongress.com/,
H6NJ05171,"GOTTHEIMER, JOSH",DEM,I,C00573949,2018,NJ,5,H,https://josh4congress.com,N00036944
H8NJ05136,"MCCANN, JOHN JOSEPH MR. JR.",REP,C,C00661637,2018,NJ,5,H,https://mccann2018.com/,
H8NJ03073,"PALLONE, FRANK JR",DEM,I,C00226928,2018,NJ,6,H,http://www.pallonefornewjersey.com,N00000781
H8NJ10110,"PEZZULLO, RICHARD J.",REP,C,C00680249,2018,NJ,6,H,,
H8NJ06167,"WALKER, JAVAHN",DEM,C,,2018,NJ,6,H,,
H6NJ12136,"LANCE, LEONARD",REP,I,C00444224,2018,NJ,7,H,http://www.lanceforcongress.com,N00000898
H8NJ07223,"MALINOWSKI, TOM",DEM,C,C00656686,2018,NJ,7,H,malinowskifornj.com/,
H8NJ08072,"MUNIZ, JOHN R",REP,C,C00680611,2018,NJ,8,H,,
H6NJ13191,"SIRES, ALBIO",DEM,I,C00410753,2018,NJ,8,H,,N00027523
H8NJ09138,"FISHER, ERIC P",REP,C,,2018,NJ,9,H,,
H8NJ09120,"HENRY, WILLIAM OSCAR",DEM,C,C00674028,2018,NJ,9,H,,
H6NJ08118,"PASCRELL, WILLIAM J. JR.",DEM,I,C00313510,2018,NJ,9,H,http://billpascrell.com,N00000751
H4NJ10085,"FRASER, AARON WALTER",DEM,C,C00668566,2018,NJ,10,H,,
H6NJ08167,"KHAN, AGHA",REP,C,,2018,NJ,10,H,,
H2NJ10154,"PAYNE, DONALD M., JR.",DEM,I,C00519355,2018,NJ,10,H,http://paynejrforcongress.ngpvanhost.com,N00034639
H8NJ11258,"MARTINEZ, RYAN MR.",LIB,O,,2018,NJ,11,H,https://www.ryanmartinezforcongress.com/,
H8NJ11142,"SHERRILL, REBECCA MICHELLE",DEM,O,C00640003,2018,NJ,11,H,https://mikiesherrill.com/,
H8NJ11217,"WEBBER, JAY",REP,O,C00669069,2018,NJ,11,H,https://www.webberforcongress.com/,
H4NJ12149,"COLEMAN, BONNIE WATSON",DEM,I,C00558437,2018,NJ,12,H,http://www.bonnieforcongress.com,N00036158
H8NJ12108,"KIPNIS, DARYL",REP,C,C00684324,2018,NJ,12,H,,
H0NJ33010,"BOSS, JEFF",DEM,C,C00462895,2018,NJ,13,H,,
S2NM00088,"HEINRICH, MARTIN TREVOR",DEM,I,C00434563,2018,NM,0,S,http://www.martinheinrich.com,
S8NM00226,"JOHNSON, GARY",LIB,C,C00685610,2018,NM,0,S,https://www.garyjohnsonsenate.com/,
S8NM00200,"RICH, MICK",REP,C,C00633255,2018,NM,0,S,https://mickrichforsenate.com/,
H8NM01372,"ARNOLD-JONES, JANICE E",REP,O,C00649848,2018,NM,1,H,https://www.janiceforcongress2018.com/,
H8NM01331,"HAALAND, DEBRA",DEM,O,C00639054,2018,NM,1,H,https://debforcongress.com/,
H8NM01463,"LIEBMAN, BOB",IND,O,C00671727,2018,NM,1,H,,
H8NM01448,"PRINCETON, LLOYD JOSEPH",LIB,O,C00663450,2018,NM,1,H,http://www.lloydprinceton.com/,
H8NM02198,"EDWARDS., JASEN LEMAR EX.",W,O,C00660787,2018,NM,2,H,,
H8NM02156,"HERRELL, STELLA YVETTE",REP,O,C00655571,2018,NM,2,H,https://www.herrellforcongress.com/,
H8NM02248,"TORRES SMALL, XOCHITL",DEM,O,C00666149,2018,NM,2,H,https://www.xochforcongress.com/,
H8NM03196,"LUJAN, BEN R MR.",DEM,I,C00443689,2018,NM,3,H,http://www.benrlujan.com,N00029562
H8NM03246,"MANNING, CHRISTOPHER",LIB,C,,2018,NM,3,H,https://chrismanningforcongress.nationbuilder.com/,
H6NM03059,"MCFALL, JERALD STEVE",REP,C,C00575084,2018,NM,3,H,http://www.mcfallforcongress.com/,N00037051
S2NV00183,"HELLER, DEAN",REP,I,C00494229,2018,NV,0,S,https://www.deanheller.com/,
S8NV00156,"ROSEN, JACKY",DEM,C,C00606939,2018,NV,0,S,https://www.rosenfornevada.com,
